epsilon,pAcc,t,ts,rhos,weight,humanInformedRatio,humanInformProbability,humanFollowProbability
16.703293088490,0.000000000000,870,726,5.744562646538,2.016870001972,0.249557953766,0.080521710393,0.024695423469
16.703293088490,0.000000000000,870,780,6.000000000000,1.578237833370,0.048562304578,0.347005220599,0.474317410273
16.703293088490,0.000000000000,870,194,6.633249580711,1.000000000000,0.031406855045,0.156866839756,0.793866006065
16.703293088490,0.000000000000,870,746,6.633249580711,1.527425804116,0.314285572059,0.059573909829,0.331122133316
16.703293088490,0.000000000000,870,489,6.708203932499,1.000000000000,0.494494850115,0.149093521048,0.632872847586
16.703293088490,0.000000000000,870,726,6.708203932499,1.460851650619,0.207276802432,0.139652302716,0.222775970699
16.703293088490,0.000000000000,870,333,7.211102550928,2.093382162078,0.099343308121,0.144328439288,0.424266099068
16.703293088490,0.000000000000,870,179,7.483314773548,1.000000000000,0.041950100721,0.275127145429,0.992298706606
16.703293088490,0.000000000000,870,24,8.062257748299,1.000000000000,0.176175763931,0.183043471759,0.215804697380
16.703293088490,0.000000000000,870,475,8.246211251235,1.512525406005,0.277630760495,0.089298715445,0.542429991125
16.703293088490,0.000000000000,870,431,8.366600265341,1.984229721124,0.046459537130,0.371621472734,0.623098057002
16.703293088490,0.000000000000,870,596,8.366600265341,0.000000000000,0.039150401885,0.179545355532,-0.206595745802
16.703293088490,0.000000000000,870,800,8.426149773176,2.465326324850,0.856847151341,0.123851854850,0.832801996512
16.703293088490,0.000000000000,870,135,8.485281374239,1.000000000000,0.474224336266,0.297459152381,0.436526893835
16.703293088490,0.000000000000,870,319,8.602325267043,2.188367995555,0.348788099934,0.038143621819,0.285110762434
16.703293088490,0.000000000000,870,76,8.660254037844,1.000000000000,0.373351966064,0.165415289481,0.540202339085
16.703293088490,0.000000000000,870,366,8.660254037844,1.000000000000,0.085816694162,0.123140419558,0.393001061585
16.703293088490,0.000000000000,870,697,8.660254037844,2.602649590002,0.274821207686,0.097293535353,0.966882368820
16.703293088490,0.000000000000,870,16,8.717797887081,1.000000000000,0.030485929659,0.327015374377,0.900858069600
16.703293088490,0.000000000000,870,577,8.774964387392,1.807496988620,0.046749457583,0.289558154590,0.740331526594
16.703293088490,0.000000000000,870,722,8.774964387392,1.783268189397,0.270941729333,0.077161049473,0.797861130596
16.703293088490,0.000000000000,870,54,8.944271909999,1.000000000000,0.116344982664,0.204618738932,0.903018002821
16.703293088490,0.000000000000,870,75,8.944271909999,1.000000000000,0.064867606819,0.181246391784,0.440683340596
16.703293088490,0.000000000000,870,218,8.944271909999,1.000000000000,0.066215840663,0.125088859099,0.075095430736
16.703293088490,0.000000000000,870,800,8.944271909999,1.464382172919,0.062736856006,0.225582925022,0.532511964735
16.703293088490,0.000000000000,870,18,9.000000000000,1.000000000000,0.057800582438,0.319648297636,0.450570372920
16.703293088490,0.000000000000,870,145,9.055385138137,1.000000000000,0.063362880856,0.138951863020,0.858572171870
16.703293088490,0.000000000000,870,364,9.055385138137,1.830915597626,0.182239280956,0.345096320720,0.276628809722
16.703293088490,0.000000000000,870,821,9.055385138137,1.246876463146,0.486163123376,0.282889774524,0.428971410556
16.703293088490,0.000000000000,870,478,9.110433579144,2.239510780175,0.079062021888,0.120500023691,0.610817958020
16.703293088490,0.000000000000,870,151,9.219544457293,1.000000000000,0.069441409597,0.130614551988,0.264043384559
16.703293088490,0.000000000000,870,200,9.219544457293,1.000000000000,0.542239183438,0.056475971490,0.554729416502
16.703293088490,0.000000000000,870,252,9.219544457293,1.000000000000,0.219718563944,0.205233488377,0.942636196716
16.703293088490,0.000000000000,870,852,9.219544457293,0.000000000000,0.084701306627,0.120861344922,1.305425051723
16.703293088490,0.000000000000,870,490,9.273618495496,1.721735403535,0.048756035935,0.239113320597,0.430818628407
16.703293088490,0.000000000000,870,618,9.273618495496,1.517021400303,0.071184083627,0.147399192218,0.390227989848
16.703293088490,0.000000000000,870,444,9.327379053089,1.944600245692,0.298996970789,0.081118320851,0.242507234410
16.703293088490,0.000000000000,870,244,9.380831519647,1.000000000000,0.168624403509,0.074371317835,0.102020413386
16.703293088490,0.000000000000,870,49,9.433981132057,1.000000000000,0.448698120305,0.085724725242,0.646384452162
16.703293088490,0.000000000000,870,853,9.433981132057,1.451566677289,0.077309372289,0.234290973036,0.571794888440
16.703293088490,0.000000000000,870,794,9.539392014169,1.695764247927,0.660808789562,0.309918775242,0.782548891071
16.703293088490,0.000000000000,870,238,9.746794344809,1.000000000000,0.047673302586,0.177661597015,0.150184618449
16.703293088490,0.000000000000,870,747,9.746794344809,0.000000000000,0.184976888080,0.239502364597,1.784677038821
16.703293088490,0.000000000000,870,804,9.746794344809,1.000000000000,0.116482220315,0.205459993331,0.893786382210
16.703293088490,0.000000000000,870,163,9.797958971133,1.000000000000,0.782425345574,0.183949655058,0.756395390630
16.703293088490,0.000000000000,870,653,9.797958971133,1.309329541657,0.639795014115,0.258639120330,0.478000964340
16.703293088490,0.000000000000,870,612,9.848857801796,2.289681000658,0.312396318805,0.127837678427,0.994584022735
16.703293088490,0.000000000000,870,851,9.848857801796,1.831532483398,0.072175132770,0.162865602324,0.854386848899
16.703293088490,0.000000000000,870,297,9.899494936612,3.304340646414,0.086562329082,0.085446104602,0.654027393764
16.703293088490,0.000000000000,870,224,9.949874371066,1.000000000000,0.399629151558,0.124498844031,0.607790403210
16.703293088490,0.000000000000,870,436,9.949874371066,1.355411879269,0.262237914317,0.291886108800,0.487745947515
16.703293088490,0.000000000000,870,41,10.000000000000,1.000000000000,0.934724064803,0.180764198691,0.816106642426
16.703293088490,0.000000000000,870,203,10.049875621121,1.000000000000,0.405307563665,0.312659807534,0.611213007200
16.703293088490,0.000000000000,870,215,10.049875621121,1.000000000000,0.026759493474,0.171073241779,0.161271660718
16.703293088490,0.000000000000,870,328,10.198039027186,0.000000000000,0.289733873439,0.244529387067,1.309863772457
16.703293088490,0.000000000000,870,342,10.198039027186,2.148738118044,0.078174187944,0.140282803052,0.476038611432
16.703293088490,0.000000000000,870,598,10.198039027186,0.000000000000,1.094970621843,0.248680932386,0.135711323666
16.703293088490,0.000000000000,870,206,10.246950765960,1.000000000000,0.254769777911,0.136496371995,0.601396157882
16.703293088490,0.000000000000,870,173,10.295630140987,1.000000000000,0.349724200712,0.213186931258,0.956972997043
16.703293088490,0.000000000000,870,208,10.295630140987,1.000000000000,0.216230434732,0.332175621807,0.250201739657
16.703293088490,0.000000000000,870,477,10.392304845413,1.489633257794,0.234795376454,0.204159331169,0.218081247508
16.703293088490,0.000000000000,870,532,10.392304845413,1.522695897488,0.194130354312,0.173666561682,0.697427972822
16.703293088490,0.000000000000,870,762,10.392304845413,1.494529863555,0.150167810253,0.217545142885,0.527902692949
16.703293088490,0.000000000000,870,123,10.440306508911,1.000000000000,0.887855199278,0.215135232532,0.510274925158
16.703293088490,0.000000000000,870,463,10.488088481702,1.832647060022,0.211766669626,0.080787008621,0.279689566969
16.703293088490,0.000000000000,870,527,10.488088481702,1.000000000000,0.132963070214,0.159757281695,0.111725858521
16.703293088490,0.000000000000,870,558,10.535653752853,0.000000000000,0.255078906459,0.063542297654,1.090129065337
16.703293088490,0.000000000000,870,59,10.583005244258,1.000000000000,0.020392925312,0.742968056122,0.464053653517
16.703293088490,0.000000000000,870,418,10.583005244258,0.000000000000,0.589867600911,0.305533189724,1.108167490539
16.703293088490,0.000000000000,870,694,10.583005244258,1.864583676406,0.138163219002,0.080473877016,0.167413235445
16.703293088490,0.000000000000,870,764,10.583005244258,2.072066854632,0.089716988104,0.087267718777,0.095741059902
